titre,date,genre,durée,réalisateur,distributeur,acteurs,titre_original,nationalités,langue_d_origine,type_film,annee_production,budget,note_presse,note_spectateurs,nombre_article,recompenses,description
La tricoteuse amoureuse,,Comédie,90,Peter Burger,,"Anna Hutchison,Simon Arblaster,Olivia Tennet",A Love Yarn,"Canada,Nouvelle-Zélande","Anglais, Langue aborigène",Télefilm,2021,-,"2,6",,1 Critique Spectateur,,"Propriétaire d'un magasin de laine en Nouvelle-Zélande, Sophie apprend que la ferme qui est son principal fournisseur va cesser sa production. Elle va alors tenter de convaincre Samuel King, qui en a hérité et vient étudier sa rentabilité, de relancer la fabrique…"
Boxing Day,,Romance,109,Aml Ameen,,"Aml Ameen,Aja Naomi King,Leigh-Anne Pinnock",,,Anglais,Long-métrage,2021,-,"2,9",,1 Critique Spectateur,,"Le lendemain de Noël, Melvin, auteur britannique vivant en Amérique, rentre à Londres pour les vacances. Il présente alors Lisa, sa fiancée américaine, à son excentrique famille britannico-caribéenne. Leur relation est mise à l'épreuve quand elle découvre le monde que son fiancé a laissé derrière lui…"
L'amour comme au cinéma,,Romance,84,Christie Will Wolf,,"Cindy Busby,Christopher Russell,Latonya Williams",Warming Up to You,"U.S.A.,Canada","Anglais, Espagnol, Français",Télefilm,2021,-,"3,0",,,,"Kate vient juste de quitter son travail et sa meilleure amie Sasha l'engage pour fonder une retraite fitness. Rick, une célèbre star de film d'action est le premier, et est un personnage difficile à cerner. Après avoir rompu avec sa co-star Eliza, il s'est laissé aller. A présent il ne reste plus que deux semaines avant son prochain tournage ! L'enthousiasme de Kate motive Rick à soulever des montagnes, mais Eliza arrive à son tour. Kate sera-t-elle capable de surpasser la star ?"
Borga,14/09/2022,,108,York-Fabian Raabe, Arte ,"Eugene Boateng,Christiane Paul,Adjetey Anang",,"Allemagne,Ghana","Allemand, Anglais",Long-métrage,2021,-,"2,9",,,,"L'existence de deux frères ghanéens qui grandissent sur la décharge de composants électroniques de la capitale du pays, Accra."
Mon elfe de Noël,17/11/2022,,86,Pat Williams, TF1 ,"Cindy Busby,Sam Page,Erin Boyes",Joy for Christmas,,Anglais,Télefilm,2021,-,"3,0",,,,"Holly, publicitaire, aide Jack Kane, un joueur de base-ball professionnel un peu aigri, à découvrir les joies de Noël afin qu’il accepte de devenir le parrain de l’œuvre de charité annuelle organisée par sa famille. Sur la route, à la découverte de la magie de Noël, Holly et Jack vont finalement trouver bien plus que prévu..."
The Grand Duke of Corsica,,Drame,93,Daniel Graham,,"Timothy Spall,Peter Stormare,Matt Hookings",,,"Anglais, Allemand",Long-métrage,2021,-,"2,8",,1 Critique Spectateur,,"Alfred Rott, un architecte brillant et acariâtre, se lance dans une commande très inhabituelle pour un milliardaire excentrique de Malte qui se fait appeler le ""Grand Duc de Corse"". Une épidémie mortelle de malaria s'abat sur l'île et sème la panique, mais Alfred reste pour terminer son travail."
Chhorii,,,,Vishal Furia,,"Nushrat Bharucha,Mita Vashisht,Rajesh Jais",,,Hindi,Long-métrage,2021,-,,,,,
Noël à notre porte,,"Romance,Famille",85,Christie Will Wolf,,"Rukiya Bernard,Dewshane Williams,Tom Pickett",Christmas Time Is Here,"Canada,U.S.A.",Anglais,Télefilm,2021,-,"3,0",,,,"Romance, immobilier et liens familiaux s'entremêlent lorsqu'une agente tombe amoureuse d'un client qui souhaite acheter l'hôtel de son père."
Anni Da Cane,,Romance,97,Fabio Mollo,,"Aurora Giovinazzo,Federico Cesari,Isabella Mottinelli",,,Italien,Long-métrage,2021,-,"2,1",,2 Critiques Spectateurs,,"Stella est une adolescente timide, cynique et dotée d'une imagination débordante. Après un accident de voiture qui a changé sa vie et dans lequel un chien a été impliqué, elle est convaincue que sa vie doit désormais être comptée en années de chien ! Ainsi, à l'approche de son seizième anniversaire, elle pense qu'elle va avoir cent ans. Pour cette raison, Stella décide de dresser une liste de toutes les choses qu'elle veut faire avant de mourir..."
Neuf chatons pour Noël,16/11/2022,"Romance,Famille",84,David Winning, TF1 ,"Brandon Routh,Kimberly Sustad,Gregory Harrison",The Nine Kittens of Christmas,"Canada,U.S.A.",Anglais,Télefilm,2021,-,"3,2",,,,"Marilee est la copropriétaire de la clinique vétérinaire qu’elle a ouvert à Miami avec son petit ami, Miles. Pour Noël, elle rentre dans l’Oregon pour rendre visite à sa famille qu’elle n’a pas vue depuis cinq ans. Là-bas, elle rencontre Zachary, son ex-petit ami. Celui-ci trouve un carton rempli de neuf chatons abandonnés devant la caserne de pompiers où il travaille. Avec l’aide de Marilee, il essaie de tous leur trouver une famille avant Noël..."
Honsla Rakh,15/10/2021,Romance,145,Amarjit Singh, Friday Entertainment ,"Diljit Dosanjh,Sonam Bajwa,Shehnaaz Kaur Gill",,,Autre,Long-métrage,2021,-,"2,9",,,,"Un jeune punjabi très enraciné dans sa culture et père célibataire d'un garçon de sept ans, tente de retrouver l'amour et une mère pour son fils. C’est à ce moment qu’il croise le chemin de son ex qui revient en ville après une absence de sept ans."
La voluntaria,,,,Nely Reguera,,"Carmen Machi,Itsaso Arana,Arnau Comas Quirante",,"Espagne,Grèce",Espagnol,Long-métrage,2021,-,"3,0",,,,"Marisa a hâte d'avoir des petits-enfants. Médecin à la retraite, elle décide, pour donner un sens à sa nouvelle vie, de se rendre dans un camp de réfugiés où les enfants ont besoin d'aide et d'attention. Rapidement elle souhaite en adopter un..."
Quarantaines,,"Drame,Fantastique,Expérimental",73,Rock Brenner, Outbuster ,"Jean-Marie Villeneuve,Lucie Aron,Adrien Bonneau",,"France,Italie,Allemagne,Canada,U.S.A.","Français, Anglais, Mandarin",Long-métrage,2021,-,"3,2",,13 Photos,,"""Quarantaines"" est un film collectif réalisé au moment du premier confinement de 2020. Dix réalisateurs internationaux, dix regards qui se croisent dans une même période, avec leurs univers authentiques et plus atypiques les uns que les autres. Une œuvre qui rassemble dans l’isolement et qui exprime l’impalpable. Ce film est un chalenge, un pari : celui de la création qui subsiste malgré tout dans les contraintes de la crise sanitaire."
Friends and Strangers,,Drame,82,James Vaughan (II),,"Emma Diaz,Victoria Maxwell (II),Fergus Wilson",,,Anglais,Long-métrage,2021,-,"2,6",,2 Critiques Spectateurs,,"A travers les personnages de Ray et Alice, deux australiens d'une vingtaine d'années, issus de la classe moyenne supérieure, le film explore la déconnexion et l'ennui dans l'Australie contemporaine."
Nos vies volées,30/05/2022,,88,Jeff Hare, TF1 ,"Jessica Morris,Jason-Shane Scott,James Hyde",Abduction Runs in the Family,,Anglais,Télefilm,2021,-,"2,7",,,,"Alyssa Manning a été enlevée alors qu’elle était enfant et a vécu sept ans avec son ravisseur, Miles Simon, avant d’être rendue saine et sauve à ses parents. Devenue adulte, Alyssa anime une émission où elle partage son expérience et aide ses auditeurs à surmonter leurs traumatismes. Encouragée par son éditrice, Sarah, elle décide d’écrire le récit de son histoire. Alors que son livre va être publié, Miles est libéré après 25 ans de prison. Quelques jours après, sa fille, Emma disparaît. Tous les soupçons se portent sur Miles..."
June & Kopi,,"Famille,Drame",90,Noviandra Santosa,,"Acha Septriasa,Makayla Rose Hilli,Ryan Delon",June dan Kopi,,Indonésien,Long-métrage,2021,-,"3,0",,3 Critiques Spectateurs,,"Recueillie par un jeune couple, une chienne errante trouve vite sa place dans leur foyer, et découvre en leur pitbull le complice idéal."
Man In Love,,Drame,115,Yin Chen-Hao,,"Roy Chiu,Wei-Ning Hsu, Tsai Chen-nan",Dang Nan Ren Lian Ai Shi,,Thaï,Long-métrage,2021,-,"2,9",,,,"Cheng, un agent de recouvrement véreux, reçoit un ordre de la part de son boss. Il doit retrouver un créancier, actuellement dans le coma. Cheng va à l'hôpital pour donner des ordres à d'autres gangsters et rencontre Hao Ting qui s'occupe de son père malade..."
Cérémonie secrète,01/06/2022,Fantastique,80,Tatiana Becquet-Genel, 8½ Distribution ,"Michel Bouquet,Kasia Wolf,Valérie Moinet",,,Français,Long-métrage,2021,-,"3,5","2,3",4 articles de presse,,"Rachel, la trentaine, est avocate. Fille adoptive d'une grande famille de magistrats dominée par Maxime, impitoyable et étrange procureur. Malgré cette atmosphère familiale pesante, elle n'a pas quitté le monde de l'insouciance. Elle s'affranchit en s'abandonnant à d'étranges rêveries, entremêlées de fantasmes et de cauchemars qui la conduisent à s'émanciper de son milieu. La réalité d'une affaire va heurter sa vie : Anna, sa cliente s'est suicidée en prison. Devant le cercueil de cette femme, tout lui revient, le parloir, la scène du crime, le récit d'une vie malmenée. Enfants, elles habitaient dans le même village. Comme dans un conte, la grille d'un château les séparait. L'une était une petite fille pauvre, l'autre une petite fille riche. Commence alors pour Rachel un voyage intérieur, où se confrontent une lutte des classes impitoyable, une émancipaton sociale et sexuelle difficile. La vérité sur la relaton entre l'avocate et la prévenue se dévoile et contraint Rachel à faire face à ses obsessions, à son homosexualité refoulée, à ses choix hasardeux et à la cruelle réalité. Sous la forme d'un conte, c'est une réfexion sur une société en perte de repères et en conflit que tous ces personnages nous montrent."
Une star pour Noël,,,105,John Stimpson, Metropolitan FilmExport ,"Jamie Perez,Thomas McDonell,Maureen Keiller",A Playful Romance,,Anglais,Long-métrage,2021,-,"2,8",,,,"Pour Riley, directrice artistique, les fêtes de fin d'année risquent bien d’être gâchées par la vente du théâtre dont elle a la charge. Choisi pour rejoindre le casting du spectacle de Noël, la star de cinéma Sam Campbell a tous les atouts pour faire changer d'avis la propriétaire du théâtre, et faire chavirer le cœur de Riley."
La Reine de Noël,22/12/2021,,90,Michelle Ouellet, M6 ,"Brittany Bristow,Olivier Renaud,Arcade Riley",Loving Christmas,,Anglais,Télefilm,2021,-,"3,1",,1 Critique Spectateur,,"Entre les objets qu'elle fabrique pour décorer le magasin de cadeaux où elle travaille et ses victoires au concours annuel de biscuits faits maison, Ashley a la réputation d'être la reine de Noël. Jusqu'au jour où elle rencontre Ben, le fils du patron, qui devient son co-équipier et compte bien moderniser l’image du magasin…"
Hannes,,,91,Hans Steinbichler,,"Leonard Scheicher,Johannes Nussbaum,Hannelore Elsner",,,Allemand,Long-métrage,2021,-,"2,4",,3 Critiques Spectateurs,,"Moritz et Hannes, 19 ans, sont amis depuis l'enfance. Le premier est aussi rêveur que le second est déterminé. Un jour, Hannes est victime d'un grave accident de moto et tombe dans le coma. En attendant son réveil, qui reste très incertain, Moritz décide de vivre comme son ami l'aurait fait."
Les Nouveaux Chapitres du bonheur,,Drame,99,Thabang Moleya,,"Mmabatho Montsho,Khanyi Mbau,Renate Stuurman",Happiness Ever After,,Anglais,Long-métrage,2021,-,"2,6",,,,"Toujours là les unes pour les autres, trois meilleures amies affrontent ensemble les aléas de la vie et trouvent chacune leur propre chemin vers le bonheur."
El Planeta,,Drame,79,Amalia Ulman,,"Ale Ulman,Amalia Ulman,Nacho Vigalondo",,"U.S.A.,Espagne",Espagnol,Long-métrage,2021,-,"3,2",,3 Critiques Spectateurs,,"Dans l'Espagne de l'après-crise économique, une mère et sa fille se débrouillent pour maintenir le style de vie qu'elles pensent mériter..."
Tadap,03/12/2021,"Drame,Romance",125,Milan Luthria, Night ed films ,"Ahan Shetty,Tara Sutaria,Saurabh Shukla",,,Hindi,Long-métrage,2021,-,"3,0",,,,"Ishana, un homme de bonne famille s’éprend follement de la belle Ramiza. Leur idylle s’arrête brutalement. Inconsolable, Ishana s’en prend au père de Ramiza, un influent politicien local. Il découvre alors une vérité sur son amour…"
Une carte d'amour pour Noël,12/12/2022,,84,David Weaver, TF1 ,"Alison Sweeney,Erica Durance,Brennan Elliott",Open by Christmas,,Anglais,Télefilm,2021,-,"2,7",,,,"En visite dans sa ville natale pour Noël, Nicky retrouve chez ses parents une carte de vœux d’un admirateur secret datant de son adolescence. Avec l’aide de sa meilleure amie Simone, elle tente de retrouver cet admirateur afin de le remercier. Elle rencontrera l’amour par la même occasion…"
Master,,Thriller,178,Lokesh Kanagaraj, Friday Entertainment ,"Vijay Sethupathi,Malavika Mohanan,Andrea Jeremiah",,,"Tamoul, Hindi",Long-métrage,2021,-,"3,2",,1 Critique Spectateur,,"JD est un professeur faisant face à des problèmes de dépendance d’alcool. Il est obligé à quitter l'université pour aller enseigner dans un centre de détention juvénile pendant quelques mois. Alors que JD se la coule douce, il réalise que les jeunes de ce centre sont en fait exploités par Bhavani, un gangster cruel."
Noël sur la 5e avenue,29/12/2021,,84,Amy Force, M6 ,"Kathryn Davis,Olivier Renaud,Kara Duncan",Christmas on 5th Avenue,,Anglais,Télefilm,2021,-,"3,0",,,,"Eva, dont le métier est d’exaucer des vœux pour Noël, est engagée pour décorer l’appartement de Lucas, un auteur à succès habitant sur la 5e avenue, pendant son absence. Mais lorsqu’elle arrive, Eva tombe sur Lucas qui souffre d’un manque d’inspiration en cette période qui lui rappelle la mort de sa femme. Eva se donne pour mission de lui redonner le moral et le goût de l’écriture…"
Noël en héritage,24/12/2021,,90,David I. Strasser, M6 ,"Chelsea Hobbs,Giles Panton,Karen Kruper",The Christmas Book,,Anglais,Télefilm,2021,-,"3,0",,1 Critique Spectateur,,"Après le décès de sa grand-mère, Ember retourne dans son village natal pour vendre le domaine familial. Elle rencontre Brandon, un veuf qui élève seul sa fille et qui est devenu le gardien des lieux. La vente du domaine étant un véritable crève-cœur pour les habitants, ils demandent à Ember d’organiser un festival pour le réveillon de Noël."
Hyperland,,"Science fiction,Thriller",107,Mario Sixtus,,"Lorna Ishema,Samuel Schneider,Maximilian Pekrul",,,Allemand,Long-métrage,2021,-,"2,9",,,,"Hyperland est un thriller dystopique. Dans un monde situé dans un futur proche, la bonne réputation de chacun est mesurable et visible. C’est ce que va découvrir à ses dépens Cee, jeune agente d’artistes, victime d’un harcèlement viral sur les réseaux sociaux, qui va l’ostraciser et qu’elle devra combattre."
Désertitude,17/08/2022,,74,Vincent Morvan, Matsylie Productions ,"Mikaël Alhawi,Céline Martin-Sisteron,Aurélia Ciattoni",,,Français,Long-métrage,2021,-,"3,2",,13 Critiques Spectateurs,,"Le désert ne tolère aucune présence. La nature s’acharne contre ceux qui osent s’y aventurer. Les rayons du soleil brûlent jusqu’à la chair. Garder son sens de l’orientation devient impossible. Aucune gorgée d’eau ne satisfait la sècheresse qui envahit la gorge. Mais surtout, le plus difficile, c’est de pousser un fauteuil roulant. Diane est dans le désert. Diane pousse Fred, ce mec un peu lourd avec qui elle a eu deux dates avant qu’il lui fasse un AVC. Déjà̀ que pour une petite Parisienne sophistiquée comme Diane, ça ne collait pas avec Fred, maintenant, elle se retrouve à devoir le changer quand il se pisse dessus. Elle n’en peut plus. Diane ne veut pas être une ordure, elle aimerait être plus altruiste, comme ses collègues du Festival de la Tolérance. Mais c’est plus fort qu’elle, la question qui l’obsède depuis deux mois, c’est : comment se débarrasser de cet handicapé ? Alors Diane profite que Fred a de la famille lointaine qui vit dans le désert pas loin du Festival. Elle l’emmène en visite, mais elle espère que sa famille le gardera et qu’elle en sera débarrassée. Enfin ! Seulement leur voiture les a lâchés, leur eau est limitée, et le désert est encore long. Sans parler des individus dangereux qu’on y croise. S’ils veulent s’en sortir, ils vont devoir marcher vite. Enfin surtout Diane..."
