titre,date,genre,durée,réalisateur,distributeur,acteurs,titre_original,nationalités,langue_d_origine,type_film,annee_production,budget,note_presse,note_spectateurs,nombre_article,recompenses,description
White Elephant,,Thriller,96,Jesse V. Johnson,,"Bruce Willis,Lorenzo Antonucci,Eric Buarque",,,Anglais,Long-métrage,2022,-,"1,7",,4 Critiques Spectateurs,,"Gabriel Tancredi, un ancien marine devenu exécuteur pour la mafia, doit faire face à sa conscience et à son code d'honneur lorsqu'il est obligé d'aider à nettoyer un assassinat bâclé par son protégé, Carl."
El Suplente,,,110,Diego Lerman,,"Juan Minujin,Alfredo Castro,Bárbara Lennie",,"Argentine,Italie,France,Espagne,Mexique",Espagnol,Long-métrage,2022,-,"3,3",,4 Critiques Spectateurs,,Un professeur remplaçant à Buenos Aires doit abandonner ses fonctions lorsque l'un de ses élèves est menacé par un caïd de la drogue.
Cours Particuliers,,Romance,89,Kıvanç Baruönü,,"Bensu Soral,Deniz Altan,Hatice Aslan",Private Lesson,,Turc,Long-métrage,2022,-,"2,7",,2 Critiques Spectateurs,,"Azra se fait passer pour une tutrice pour aider secrètement ses étudiants à atteindre leurs objectifs dans la vie et en amour, non sans affronter quelques obstacles."
Seule : les dossiers Silvercloud,08/03/2023,Espionnage,90,Jérôme Dassier, Alba Films ,"Asia Argento,Jeanne Balibar,Joe Rezwin",,"France,Suisse",Français,Long-métrage,2022,"3,2 M€","2,0","3,2",9 articles de presse,,"Alors qu’elle vit recluse à la montagne, Anne découvre que son chalet isolé a été placé sur écoute. Elle est alors rattrapée par son ancienne vie d’agent du renseignement, un passé qu’elle espérait avoir laissé derrière elle."
Rosodium,,,,Théodore Tomasz,,,,,Français,Long-métrage,2022,-,"2,6",,,,"Pendant un road trip avec ses deux meilleurs amis, Noah, jeune ingénieur introverti, rencontre Lohan, tatoueur “bad boy” et asthmatique, avec qui il va partager les 7 derniers jours de son voyage. Un amour de vacances, des moments exaltants, un premier baiser lors d’une soirée karaoké… les deux garçons vont vivre une véritable montagne russe d’émotions. Mais après tant de vécu et après de multiples rebonds sentimentaux, Noah va devoir faire face à la réalité : tout n’est pas toujours aussi rose…"
Le Village des endormis,21/03/2023,,90,Philippe Dajoux, France 3 ,"Aurélien Wiik,Lola Dewaere,Stéphane Freiss",,,Français,Télefilm,2022,-,"2,9",,4 Critiques Spectateurs,# prix,"Tandis qu'un meurtrier, Lucas, s'évade au cours d'un transfert de prison, un étrange phénomène bouleverse soudain la vie d'un village. Des habitants tombent les uns après les autres dans un sommeil prolongé. C’est dans ce climat de panique et d’angoisse que Mathieu, capitaine de gendarmerie au bord du divorce, doit retrouver Lucas et enquêter sur une série de crimes. Avec l’aide d’Élise, médecin spécialiste du sommeil venue en renfort à l’hôpital, il va découvrir l’origine de ces mystérieux endormissements qui n'est pas sans lien avec les meurtres sur lesquels il enquête."
Buba,,Comédie,94,Arne Feldhusen,,"Bjarne Mädel,Georg Friedrich,Michael Ostrowski",,,Allemand,Long-métrage,2022,-,"2,5",,8 Critiques Spectateurs,,"Dans une petite ville, lorsqu'un escroc rejoint la mafia locale avec son frère manipulateur, son besoin obsessif d'équilibrer son karma se révèle hilarant et brutal."
The Munsters,,,,Rob Zombie,,"Sheri Moon Zombie,Cassandra Peterson,Daniel Roebuck",,,Anglais,Long-métrage,2022,-,,,,,
Les bois maudits,25/12/2021,Policier,90,Jean-Marc Rudnicki, France 3 ,"Blandine Bellavoir,Samir Boitard,Stephan Wojtowicz",,,Français,Télefilm,2022,-,"2,8","2,6",6 articles de presse,,"Forêt du massif de la Chartreuse. Des bûcherons à pied d'œuvre tombent sur le corps d'un homme suspendu dans les airs par un système de cordage, comme s’il s’agissait d’une sorte de pantin désarticulé. Chargée de l'enquête, Justine Verard est contrainte de collaborer avec Mehdi Djaoud qu’elle tient pour responsable de la mort de son mari, lui-même inspecteur, lors d'une mission qui a mal tourné cinq ans plus tôt."
Le Cataclysme de l'amour,,Drame,100,Hilal Saral Ünalan,,"Pınar Deniz,Boran Kuzum,Yiğit Kirazcı",Aşkın Kıyameti,,Turc,Long-métrage,2022,-,"3,1",,10 Critiques Spectateurs,,"Après une faillite, un publicitaire paumé craque pour une chanteuse de bar lors d'une retraite de yoga et s'engage avec elle dans un processus d'épanouissement personnel."
Major,03/06/2022,Action,140,Sashi Kiran Tikka, Desi Entertainment Paris ,"Sobhita Dhulipala,Prakash Raj,Adivi Sesh",,,Hindi,Long-métrage,2022,-,"2,8",,1 Critique Spectateur,,"Basé sur une histoire vraie. Le 26 novembre 2008, le jeune commandant Sandeep est en mission pour libérer les otages de l'hotel Taj Mahal Palace de Mumbai. Il n'a qu'une seule obsession en tête : la nation doit en sortir vainqueur."
Meurtres à Nancy,15/10/2022,,90,Sylvie Ayme, France 3 ,"Cristiana Réali,Fabrice Deville,Nelly Lawson",,,Français,Télefilm,2022,-,"3,3","2,7",4 articles de presse,,"Nancy, la capitale française de l'Art Nouveau. Une ville où il fait bon longer les façades bourgeoises du centre, flâner sur les bords de la Meurthe, au Musée des Beaux-arts ou sur la célèbre Place Stanislas… Sauf quand le cadavre d'une femme est retrouvé, lors d'une vente aux enchères d'Art Nouveau, avec l'inscription ""Guenoche"", synonyme de ""sorcière"" en vieux français. La capitaine de police Laurence Weber et le Lieutenant Chloé Guérin… la nouvelle compagne de son fils, mènent alors l'enquête."
Emergency,,"Thriller,Drame",105,Carey Williams,,"RJ Cyler,Donald Elise Watkins,Sebastian Chacon",,,Anglais,Long-métrage,2022,-,"2,3",,9 Critiques Spectateurs,,Un groupe de jeunes hommes noirs et latinos pèse le pour et le contre avant de passer un appel à la police malgré l'urgence de la situation.
South Park: The Streaming Wars,,Comédie,48,Trey Parker,,"Trey Parker,Matt Stone,April Stewart",,,Anglais,Télefilm,2022,-,"3,8",,,,Cartman affronte sa mère tandis qu'un conflit se déroule et menace l'existence même de South Park.
Warriors of Future,,Action,112,Yuen Fai Ng,,"Louis Koo,Ching Wan Lau,Carina Lau",Ming Jat Zin Gei,,"Cantonais, Mandarin",Long-métrage,2022,-,"2,3",,12 Critiques Spectateurs,,"Lorsqu'une météorite transportant une plante néfaste s'écrase sur Terre, un commando suicide n'a que quelques heures pour sauver sa ville de la destruction totale."
Wolf Hound,,Action,135,Michael B. Chait,,"James Maslow,Trevor Donovan,John Turk",,,Anglais,Long-métrage,2022,-,"1,6",,3 Critiques Spectateurs,,"Tiré d'une histoire vraie. En 1944, un Américain pilote un bombardier B-17 en territoire nazi et affronte un pilote allemand en duel aérien."
Night Caller,,,84,Chad Ferrin,,"Bai Ling,Susan Priver,Robert Miano",,,Anglais,Long-métrage,2022,-,,,,,"La vie de Clémentine Carter, une voyante par téléphone, bascule du jour au lendemain lorsqu'elle reçoit un appel d'un mystérieux tueur en série particulièrement sadique."
Terror On The Prairie,,,,Michael Polish,,"Gina Carano,Samaire Armstrong,Nick Searcy",,,Anglais,Long-métrage,2022,-,"2,0",,12 Critiques Spectateurs,,Une famille de pionniers se bat contre une bande de hors-la-loi qui les terrorise dans leur ferme nouvellement construite dans les plaines du Montana.
Le Destin des Tortues Ninja : Le film,,"Action,Aventure",82,Andy Suriano,,"Ben Schwartz,Omar Benson Miller,Brandon Mychal Smith",Rise Of The Teenage Mutant Ninja Turtles,,Anglais,Long-métrage,2022,-,"2,6",,,,"Quand de viles créatures venues d'un autre univers menacent de semer le chaos, les jeunes tortues et leurs mystérieux pouvoirs de ninjas sont mis à rude épreuve."
Cours Particuliers,,Romance,89,Kıvanç Baruönü,,"Bensu Soral,Halit Özgür Sarı,Helin Kandemir",Özel Ders,,Turc,Long-métrage,2022,-,"3,3",,1 Critique Spectateur,,"Azra se fait passer pour une tutrice pour aider secrètement ses étudiants à atteindre leurs objectifs dans la vie et en amour, non sans affronter quelques obstacles."
Catwoman: Hunted,,"Action,Fantastique",76,Shinsuke Terasawa,,"Elizabeth Gillies,Stephanie Beatriz,Jonathan Banks",,,Anglais,Long-métrage,2022,-,"2,5",,23 Photos,,"Catwoman tente de dérober un bijou inestimable. Le vol la place dans la ligne de mire d'un puissant consortium de méchants et de l'inépuisable Interpol, ainsi que de Batwoman."
Sissy,,,102,Hannah Barlow,,"Aisha Dee,Hannah Barlow,Emily De Margheriti",,,Anglais,Long-métrage,2022,-,"2,7",,1 Critique Spectateur,,"Cecilia et Emma s’étaient juré de rester amies pour la vie, mais Alex a cruellement évincé la première. Douze ans après leur rupture, Cecilia, devenue inffuenceuse à succès, croise Emma qui l’invite à son enterrement de vie de jeune fille. Elle retrouve aussi celle qui la tourmentait."
Crime à Ramatuelle,07/01/2023,,90,Nicolas Picard-Dreyfuss, France 2 ,"Florence Pernel,Lola Dewaere,Matthieu Burnel",,,Français,Télefilm,2022,-,"3,4",,,,"À Ramatuelle, on retrouve, assassiné chez lui, Sébastien Lacassagne, un jeune patron qui dirigeait une plage et un domaine viticole. La procureure Élisabeth Richard accompagnée de la capitaine Caroline Martinez se retrouvent sur place pour résoudre cette enquête où la liste des suspects s’allonge à mesure de leurs avancées. Elles recroisent sur les lieux le journaliste Grégoire Spaletta. Ce dernier joue double jeu avec nos enquêtrices, qui vont rapidement relier le meurtre de Lacassagne à la disparition deux ans plus tôt d’une jeune Suédoise qui n’était autre que la petite amie du journaliste…"
Un hérisson dans la neige,09/11/2022,Famille,39,Pascale Hecquet, Cinéma Public Films ,"Lucien Volsy-Roussel,Arnaud Demuynck,Thomas Langlois-Bekaert",,"France,Belgique,Suisse",Français,Long-métrage,2022,-,"3,7","3,2",4 Critiques Spectateurs,,"Le monstre de la neige existe-t-il vraiment ? Car sinon, d’où vient la neige ? Et pourquoi est-elle blanche ? Et pourquoi les arbres perdent leurs feuilles avant l’hiver ? Et pourquoi ? Et pourquoi...?"
Darby and the Dead,,"Romance,Fantastique",100,Silas Howard,,"Riele Downs,Auli'i Cravalho,Chosen Jacobs",Darby And The Dead,,Anglais,Long-métrage,2022,-,"2,9",,1 Critique Spectateur,,"Darby Harper est une étudiante qui arrondit ses fins de mois en travaillant au noir comme messagère spirituelle. Ayant échappé de justesse à la mort quand elle était enfant – ce qui l’a rendue introvertie et asociale – elle a désormais le don de voir les personnes décédées. Lorsqu’elle n’a pas cours, elle conseille donc les esprits solitaires qui ont encore des affaires à régler sur Terre avant d’effectuer le grand voyage. Alors que son petit business s’avère des plus florissants, tout prend une autre tournure lorsque Capri, la fille la plus populaire du lycée, meurt subitement d’un accident impliquant un fer à lisser et une baignoire. Conséquence immédiate : l’annulation de son 17ème anniversaire ! Mais Capri n’est pas du genre à s’avouer vaincue. Aussi décide-t-elle à son tour à demander assistance à Darby afin de convaincre ses amis de faire la fête comme prévu. C’est ainsi que la jeune messagère se retrouve à devoir ravaler sa fierté et renoncer à ses beaux principes pour mieux lui venir en aide. Qui sait si ce dévouement contraint ne pourrait pas l’aider à réintégrer à son tour le monde des vivants ?"
Something From Tiffany's,,"Romance,Famille",87,Daryl Wein,,"Zoey Deutch,Kendrick Sampson,Ray Nicholson",,,Anglais,Long-métrage,2022,-,"2,7",,1 Critique Spectateur,,La vie d'une femme est bouleversée lorsqu'une bague de fiançailles destinée à quelqu'un d'autre la conduit à la personne avec laquelle elle est censée être.
Le Mauvais Esprit d'Halloween,,"Comédie,Epouvante-horreur,Famille",89,Jeff Wadlow,,"Marlon Wayans,Priah Ferguson,Kelly Rowland",The Curse of Bridge Hollow,,Anglais,Long-métrage,2022,-,"2,4",,26 Critiques Spectateurs,,"Un père et sa fille adolescente unissent leurs forces pour sauver leur ville après qu'un esprit ancien et maléfique a donné vie aux décorations d'Halloween, semant le chaos."
Un été comme ça,27/07/2022,,137,Denis Côté, Shellac ,"Larissa Corriveau,Aude Mathieu,Laure Giappiconi",,,Français,Long-métrage,2022,-,"2,9","2,4",14 articles de presse,9 nominations,"Invitées en maison de repos pour explorer leurs malaises sexuels, trois jeunes femmes occupent les jours et les nuits à apprivoiser les démons intimes. Sous la supervision tranquille d’une thérapeute allemande et d’un travailleur social bienveillant, le groupe tente de garder un équilibre fragile. Pour la jeune Geisha, la sombre Léonie et l’imprévisible Eugénie, il s’agit pour 26 jours d’éviter les cris, d’apprivoiser les chuchotements du temps présent et de considérer l’avenir."
Le Tigre et l'enfant,,Famille,102,Ray Giarratana,,"Christian Convery,Madalen Mills,Queen Latifah",The Tiger Rising,,Anglais,Long-métrage,2022,-,"2,4",,1 Critique Spectateur,,"Rob, 12 ans, découvre un tigre du Bengale caché dans les bois. L'animal est retenu captif par un propriétaire d'un motel sans scrupules. Avec l'aide de Willie May et d'une camarade d'école, le garçon va tenter de rendre la liberté au tigre..."
Wedding Season,,Romance,98,Tom Dey,,"Pallavi Sharda,Suraj Sharma,Arianna Afsar",,,Anglais,Long-métrage,2022,-,"2,9",,9 Critiques Spectateurs,,"Sous la pression de leurs parents, Asha et Ravi feignent d'être en couple le temps d'un été de mariages. Mais leur plan déraille lorsqu'ils s'éprennent l'un de l'autre."
Home Team,,Sport event,95,Charles Francis Kinnane,,"Kevin James,Taylor Lautner,Rob Schneider",,,Anglais,Long-métrage,2022,-,"2,8",,10 Critiques Spectateurs,,"Suspendu par la NFL, le coach Sean Payton trouve rédemption et réconciliation en entraînant l'équipe de son jeune fils au fin fond du Texas. Inspiré d'une histoire vraie."
House Party,,,101, Calmatic,,"Tosin Cole,Jacob Latimore,Allen Maldonado",,,Anglais,Long-métrage,2022,-,"2,4",,1 Critique Spectateur,,"Nous rencontrons Damon et Kevin, deux meilleurs amis de Los Angeles pour qui la vie ne se passe pas tout à fait comme prévu. Malgré leur novicité en tant que promoteurs de clubs, ils sont soumis à une forte pression pour prouver qu'ils sont capables d'organiser la plus grande fête jamais vue. Lorsqu'ils ont par hasard accès à la maison de la superstar du basket LeBron James, la tentation est grande de montrer ce dont ils sont capables. Rien ne semble pouvoir les arrêter, pas même le fait que LeBron n’ait pas donné son accord ou qu’il ne soit pas au courant de leur projet. Dans cette aventure, l’expression « Fait la fête comme si ta vie en dépendait » prend tout son sens."
The System,,Policier,97,Dallas Jackson,,"Tyrese Gibson,Jeremy Piven,Terrence Howard",,,Anglais,Long-métrage,2022,-,"2,1",,1 Critique Spectateur,,"Lorsqu'un jeune soldat, fraîchement rentré de la guerre, est pris dans une affaire de drogue, il est recruté par les autorités pour s'infiltrer dans une prison notoirement dangereuse afin de découvrir ce qui se passe réellement."
47 Ronin - Le Sabre de la Vengeance,,"Fantastique,Thriller",106,Ron Yuan,,"Anna Akana,Mark Dacascos,Teresa Ting",Blade of the 47 Ronin,,Anglais,Long-métrage,2022,-,"2,1",,2 Critiques Spectateurs,,"Une sorcière maléfique nommée Yurei, dont l'ancêtre a été tué par l'un des 47 Ronin il y a 300 ans, fait surface dans la ville de Budapest. Elle cherche à détruire les derniers samouraïs en réunissant les deux moitiés de la puissante épée Tengu. Seul un descendant des 47 Ronin peut vaincre le mal. Luna, une New-Yorkaise est identifiée comme celle qui pourrait les sauver. les samouraïs restants doivent alors faire appel à toutes leurs compétences en tant que maîtres en arts martiaux pour former Luna et combattre la magie mystique de Yurei."
